filename,mean,median,standard_deviation,variance,minimum,maximum,peak_to_peak,rms,mean_absolute_value,maximum_absolute_value,skewness,kurtosis,damage
train49.csv,4.2217887243790155,3.0124047,10.903758458968634,118.89194853153005,-34.365223,39.790527,74.15575,11.692538157509851,8.7602552228755,39.790527,-0.06582618774539803,0.45323276829489956,0.476568618
train50.csv,3.5706925579457267,2.5962589,4.33470939054327,18.78970550046401,-21.366919,30.309528,51.676446999999996,5.616008444067103,4.289090108728503,30.309528,0.7497196216675688,2.6625278138696546,0.040152677
train51.csv,2.2539846677574595,3.815867,8.875071333126463,78.76689116808315,-25.380417,34.79791,60.178327,9.156819210324558,7.302179050936419,34.79791,-0.1282641019857408,0.30761146660199756,0.131487919
train52.csv,-7.762387359331533,-6.8555055,9.741899090558999,94.90459789063425,-58.13654,26.325588,84.46212799999999,12.456293807025597,10.078517681770595,58.13654,-0.17333862861835933,0.3503823309951395,0.616000631
train53.csv,2.4206183837935353,2.6828897,4.1011244804160745,16.819222003868013,-24.10774,24.902828,49.010568,4.7622069845636945,3.9836001866861874,24.902828,-0.6709416999669602,0.3889257040749854,0.043912869
train54.csv,-4.15159299391777,-3.3886895,16.033101690980498,257.0603498333217,-53.751335,36.620808,90.372143,16.56188619150816,11.811966460113801,53.751335,-0.23221677988617445,0.956074363714543,0.832608215
train55.csv,-3.122195273178067,-2.94597,3.4789364726954495,12.102998981050655,-32.746876,24.189056,56.935932,4.674516264268006,3.505196459367728,32.746876,-1.1533455733159335,2.2178998117414532,0.055313708
train56.csv,-0.04922193579696088,0.5764706,5.317906304453788,28.28012746294935,-30.800001,24.411146,55.211147,5.31813409589425,4.47062245157476,30.800001,-0.5098776961447483,-0.4705559637998502,0.0400505
train57.csv,-4.180757814310115,-3.5863984,9.927059196753836,98.54650429585492,-54.74838,32.719772,87.468152,10.771501297301597,8.395257441328301,54.74838,-0.16450640129341423,0.37556177453659156,0.728839308
train58.csv,-2.8718219804199814,-1.8973684,3.1134811558490036,9.693764907826846,-23.079866,20.692476,43.772341999999995,4.2356966835516205,3.1364714964292713,23.079866,-0.932632373966527,0.9313061272443157,0.031759612
train59.csv,-4.160113417856199,-4.1157484,8.937519964370976,79.87926311352977,-36.680332,25.17069,61.851022,9.858286198064905,7.625115874156491,36.680332,-0.10021919996086875,1.1277342712270166,0.09153768
train60.csv,-0.5679753604584991,0.39169762,2.9962477681142414,8.977500687929572,-26.675299,22.888002,49.563300999999996,3.049605990618712,2.151024643265128,26.675299,-1.2002437305450269,2.0680551940140384,0.038279074
train61.csv,-0.20088137024998112,-1.3642982,8.723115161305945,76.09273811740564,-31.943287,33.445236,65.388523,8.725427865859597,6.376372944491944,33.445236,0.16749528851516193,0.4509557208010353,0.103184684
train62.csv,-2.0777403828229657,-1.0842105,3.4573337253579157,11.953156488497244,-30.442932,22.15616,52.599092,4.033628836037169,2.6895683431628883,30.442932,-1.1806389543858062,1.4245726556231753,0.046122257
train63.csv,2.4753409510687208,2.257709,2.9379934120522764,8.631805289262577,-14.962105,22.458038,37.420142999999996,3.84175976777575,3.043298162285363,22.458038,0.24236356723419686,1.3568456723137703,0.03208265
train64.csv,4.59035704894101,3.5295303,6.662994788310814,44.39549954905707,-27.402357,51.983112,79.385469,8.091160447415406,6.3889577485258275,51.983112,0.2857599392289466,0.1719342798839083,0.280285955
