split,file_id,path,damage,row_count,unexpected_row_count,nan_count,pos_inf_count,neg_inf_count,inf_count,non_numeric_count,min,max,mean,median,std,rms,unique_values,exact_zero_count,is_constant
train,train47.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train47.csv,0.072398903,581120,False,0,0,0,0,0,-28.117193,25.323755,-1.254475860693793,-1.1947575,7.767743724742157,7.8683894323002725,4746,1513,False
train,train48.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train48.csv,0.132467063,581120,False,0,0,0,0,0,-35.327194,28.930351,-2.3247128401935897,-1.7889475,10.62681488944207,10.878119528844525,6382,0,False
train,train49.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train49.csv,0.476568618,581120,False,0,0,0,0,0,-34.365223,39.790527,4.221788724379016,3.0124047,10.903758458968634,11.69253815750985,7848,0,False
train,train50.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train50.csv,0.040152677,581120,False,0,0,0,0,0,-21.366919,30.309528,3.5706925579457276,2.5962589,4.33470939054327,5.616008444067103,6736,0,False
train,train51.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train51.csv,0.131487919,581120,False,0,0,0,0,0,-25.380417,34.79791,2.2539846677574595,3.815867,8.875071333126463,9.156819210324558,6878,0,False
train,train52.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train52.csv,0.616000631,581120,False,0,0,0,0,0,-58.13654,26.325588,-7.762387359331533,-6.8555055,9.741899090558999,12.456293807025595,5813,0,False
train,train53.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train53.csv,0.043912869,581120,False,0,0,0,0,0,-24.10774,24.902828,2.4206183837935353,2.6828897,4.1011244804160745,4.7622069845636945,3102,0,False
train,train54.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train54.csv,0.832608215,581120,False,0,0,0,0,0,-53.751335,36.620808,-4.151592993917771,-3.3886895,16.033101690980494,16.56188619150816,16628,6,False
train,train55.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train55.csv,0.055313708,581120,False,0,0,0,0,0,-32.746876,24.189056,-3.1221952731780664,-2.94597,3.4789364726954495,4.674516264268006,3454,0,False
train,train56.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train56.csv,0.0400505,581120,False,0,0,0,0,0,-30.800001,24.411146,-0.049221935796960964,0.5764706,5.317906304453788,5.31813409589425,4601,1,False
train,train57.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train57.csv,0.728839308,581120,False,0,0,0,0,0,-54.74838,32.719772,-4.180757814310115,-3.5863984,9.927059196753834,10.771501297301597,8326,0,False
train,train58.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train58.csv,0.031759612,581120,False,0,0,0,0,0,-23.079866,20.692476,-2.8718219804199823,-1.8973684,3.1134811558490036,4.2356966835516205,4759,0,False
train,train59.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train59.csv,0.09153768,581120,False,0,0,0,0,0,-36.680332,25.17069,-4.1601134178562,-4.1157484,8.937519964370978,9.858286198064905,6547,940,False
train,train60.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train60.csv,0.038279074,581120,False,0,0,0,0,0,-26.675299,22.888002,-0.5679753604584992,0.39169762,2.9962477681142414,3.0496059906187116,2850,0,False
train,train61.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train61.csv,0.103184684,581120,False,0,0,0,0,0,-31.943287,33.445236,-0.2008813702499811,-1.3642982,8.723115161305946,8.725427865859597,3201,0,False
train,train62.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train62.csv,0.046122257,581120,False,0,0,0,0,0,-30.442932,22.15616,-2.077740382822966,-1.0842105,3.4573337253579157,4.0336288360371695,4394,375,False
train,train63.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train63.csv,0.03208265,581120,False,0,0,0,0,0,-14.962105,22.458038,2.4753409510687208,2.257709,2.9379934120522764,3.841759767775749,3654,180,False
train,train64.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train64.csv,0.280285955,581120,False,0,0,0,0,0,-27.402357,51.983112,4.59035704894101,3.5295303,6.6629947883108125,8.091160447415406,6900,0,False
test,test01.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test01.csv,,581120,False,0,0,0,0,0,-19.305857,29.151978,7.117219790427182,7.3529673,5.007660929757586,8.702383899407618,3606,0,False
test,test02.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test02.csv,,581120,False,0,0,0,0,0,-61.985485,31.014269,-14.257138256935479,-15.07531,15.367174433279587,20.96225277350254,15743,0,False
test,test03.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test03.csv,,581120,False,0,0,0,0,0,-55.626373,40.574986,-4.617875549792845,-5.110671,10.748631782762347,11.698626406325806,5168,153,False
test,test04.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test04.csv,,581120,False,0,0,0,0,0,-16.517735,27.199333,3.1848878744732776,2.3517802,4.792221664981534,5.754033303630185,5395,0,False
test,test05.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test05.csv,,581120,False,0,0,0,0,0,-21.497131,20.242847,-0.6301733712701525,-0.46769866,3.6983660664661766,3.7516702999392804,2946,0,False
test,test06.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test06.csv,,581120,False,0,0,0,0,0,-25.874365,56.34706,6.477563622564324,5.508215,10.934320526001027,12.708980913106135,4285,0,False
test,test07.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test07.csv,,581120,False,0,0,0,0,0,-33.840656,33.873608,0.6171598070967669,-1.7735345,10.618155372337899,10.636075861830053,6064,0,False
test,test08.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test08.csv,,581120,False,0,0,0,0,0,-33.397404,24.62274,-0.5617311464981725,0.62129515,3.6961730037647866,3.738614282686268,3611,0,False
test,test09.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test09.csv,,581120,False,0,0,0,0,0,-25.990759,32.901005,-1.5683830373405732,-1.6831837,5.37128917664168,5.595585114259785,4004,0,False
test,test10.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test10.csv,,581120,False,0,0,0,0,0,-28.699688,24.129,-1.0877783666368184,-0.2721156,9.099295427940078,9.164084191006447,5797,0,False
test,test11.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test11.csv,,581120,False,0,0,0,0,0,-27.544792,18.714855,-9.051436195178162,-9.147229,7.7171448329687875,11.894655168116401,5048,0,False
test,test12.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test12.csv,,581120,False,0,0,0,0,0,-35.792233,34.307293,-0.5460959175169775,-3.078839,10.749732055656242,10.763594196156415,3761,0,False
test,test13.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test13.csv,,581120,False,0,0,0,0,0,-49.41449,28.4871,-6.810562619088098,-5.7739525,10.687172400086865,12.67278253177646,4854,330,False
test,test14.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test14.csv,,581120,False,0,0,0,0,0,-37.22297,42.400604,-0.006557155497828633,-2.643029,10.754069508038967,10.754071507109375,11326,0,False
test,test15.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test15.csv,,581120,False,0,0,0,0,0,-32.24782,22.387886,-11.625698537946768,-12.476925,4.772353181441061,12.567108712175138,7545,0,False
test,test16.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Test\test16.csv,,581120,False,0,0,0,0,0,-22.538824,29.749887,1.432135043756625,1.2542827,5.151428686059693,5.346796077195622,6426,0,False
